"id","hadith_no","source","tradition","bab","text_ar"
"zayd_0574","574","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: للبنت الواحدة النصف وللابنتين وأكثر من ذلك الثلثان ولبنات الابن مع ابنة الصلب السدس تكملة الثلثين ولا شئ لبنات الابن مع الصلب الا ان يكون معهن اخ لهن يعصبهن وللاخت من الاب والام النصف وللاثنتين وأكثر من ذلك الثلثان والاخوات من الاب مع الاخوات من الاب والام بمنزلة بنات الابن مع بنات الصلب."
"zayd_0575","575","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: الاخوات مع البنات عصبة."
"zayd_0576","576","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في زوج وابوين للزوج النصف وللام ثلث ما بقي وما بقي فللاب."
"zayd_0577","577","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) وفي امرأة وابوين للمرأة الربع وللام ثلث ما بقي وما بقي فللاب."
"zayd_0578","578","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا يرث اخ لام مع ولد ولا والد."
"zayd_0579","579","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن على (ع م) انه كان لا يشرك وكان يعيل الفرائض وكان يحجب الام بالاخوين ولا يحجبها بالاختين وكان لا يحجبها بأخ واخت وكان لا يحجب بالاخوات الا ان يكون معهن اخ لهن."
"zayd_0580","580","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان لا يزيد الام على السدس مع الولد."
"zayd_0581","581","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في ابن عم احدهما اخ لام، قال: للاخ من الام السدس وما بقي بينهما نصفان."
"zayd_0582","582","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الفرائض والمواريث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يعيل الفرائض، وسأله ابن الكوى وهو يخطب على المنبر عن ابنتين وابوين وامرأة فقال صار ثمنها تسعا."
"zayd_0583","583","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الجدات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا ترث جدة مع ام وللجدات السدس لا يزدن عليه ولا ترث الجدة مع الام شيئا."
"zayd_0584","584","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الجدات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في رجل هلك وترك جدتي ابيه وجدتي امه فورث علي عليه السلام جدتي الاب واحدى جدتي الام التي من قبل ابيها فلم يؤرثها شيئا."
"zayd_0585","585","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الجدات:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان لا يؤرث الجدة مع ابنها ولا مع ابنتها شيئا."
"zayd_0586","586","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الجد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يجعل الجد بمنزلة اخ إلى السدس وكان يعطي الاخت النصف وما بقي فللجد وكان يعطي الاختين وأكثر من ذلك الثلثين وما بقي فللجد وكان لا يزيد الجد مع الولد على السدس الا ان يفضل من المال شئ فيكون له ."
"zayd_0587","587","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الجد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يقول في اخت لاب وام واخت لاب وجد للاخت من الاب والام النصف وللاخت من الاب السدس تكملة الثلثين وما بقي فللجد وكان يقول في ام وامرأة واخوات واخوة وجد للمرأة الربع وللام السدس ويجعل ما بقي بين الاخوات والاخوة والجد للذكر مثل حظ الانثيين وهو بمنزلة اخ الا ان يكون سدس جميع المال خيرا له فيعطيه سدس جميع المال وكان لا يؤرث ابن اخ مع جد ولا اخا لام مع جد وكان يقول في ام وزوج واخت وجد للزوج النصف ثلاثة وللاخت ثلاثة وللام الثلث سهمان وللجد السدس فصارت تسعة وكذلك كان يعيل الفرائض."
"zayd_0588","588","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الرد وذوي الارحام:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يرد ما أبقت السهام على كل وارث بقدر سهمه الا الزوج والمرأة. حدثنى زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يجعل الخالة بمنزلة الام والعمة بمنزلة العم وبنت الاخ بمنزلة الاخ وبنت الاخت بمنزلة الاخت."
"zayd_0589","589","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الولاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في بنت ومولاء عتاقة، قال: للبنت النصف وما بقي فرد عليها وكان لا يؤرث المولاء مع ذوي السهام الا مع الزوج والمرأة."
"zayd_0590","590","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الولاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يؤرث مولاء العتاقة دون الخالة والعمة وغيرهما من ذوي الارحام."
"zayd_0591","591","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الولاء:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا ولاء الا لذي نعمة ولا ترث النساء من الولاء شيئا الا ما اعتقن وكان يقضي بالولاء للكبر ."
"zayd_0592","592","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فرائض اهل الكتاب والمجوس:","حدثني زيد علي عن أبيه عن جده عن علي (ع م) انه كان يؤرث المجوس بالقرابة من وجهين ولا يؤرثهم بنكاح لا يحل في الاسلام."
"zayd_0593","593","Musnad al-Imam Zayd ibn Ali","Zaydi","باب فرائض اهل الكتاب والمجوس:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: قال رسول الله صلى الله عليه وآله لا يتوارث اهل ملتين."
"zayd_0594","594","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغرقى والهدمي:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه كان يؤرث الغرقى والهدمي والقتلى الذين لا يعلم أيهم مات اولا بعضهم من بعض ولا يؤرث أحدا منهم ما ورث منه صاحبه شيئا."
"zayd_0595","595","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخنثى:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: أوتي معاوية وهو بالشام بمولود له فرج كفرج الرجل وفرج كفرج المرأة فلم يدر ما يقضي فيه فبعث قوما يسألون عنه عليا عليه السلام فقال لهم علي عليه السلام ما هذا بالعراق فاصدقوني فاخبروه الخبر، فقال لعن الله قوما يرضون بحكمنا ويستحلون قتالنا، ثم قال: انظروا إلى مباله فان كان يبول من حيث يبول الرجل فهو رجل وان كان يبول من حيث تبول المرأة فهو امرأة، فقالوا يا امير المؤمنين انه يبول من الموضعين جميعا، قال فله نصف نصيب الرجل ونصف نصيب المرأة."
"zayd_0596","596","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العتاقة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: يعتق الرجل من عبيده ما شاء ويسترق منهم ما شاء."
"zayd_0597","597","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العتاقة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في عبد بين رجلين أعتقه أحدهما قال: يقوم بالعدل فيضمن لشريكه حصته."
"zayd_0598","598","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العتاقة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يستحب ان يحط من المكاتب ربع الكتابة ويتلو وأتوهم من مال الله الذي أتاكم."
"zayd_0599","599","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العتاقة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان لا يقضي بعجز المكاتب حتى يتوالى عليه نجمان."
"zayd_0600","600","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المكاتب يعتق بعضه كيف يرث:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في رجل مات وخلف ابنين احدهما حر والآخر عتق نصفه، قال: المال بينهما أثلاثا للذي عتق كله ثلثا المال وللذي عتق نصفه ثلث المال."
